label	key	technique	category	institute	source	experiment	developmental-stage	tissue	condition	summary	citation	project	accession	date	analyst	filename	SCIPRJ	access_level	biosample	NGS_file	MLONG
circadian:dark/light_overlay_timepoint_14	circadian:dark/light overlay timepoint 14	RNASeq Overlay	Gene Expression	UNC	WLeach	Transcriptional remodeling upon light removal in a model cnidarian: losses and gains in gene expression	adult	 	dark:dark T14;light:dark T14	dark cycling timepoint: dark:dark, time point 14, replicate A;dark cycling timepoint: dark:dark, time point 14, replicate B;dark cycling timepoint: dark:dark, time point 14, replicate C;dark cycling timepoint: dark:dark, time point 14, replicate D;dark cycling timepoint: light:dark, time point 14, replicate A;dark cycling timepoint: light:dark, time point 14, replicate B;dark cycling timepoint: light:dark, time point 14, replicate C;dark cycling timepoint: light:dark, time point 14, replicate D	PMID:31264275	PRJNA546501	SRR9202704;SRR9202705;SRR9202706;SRR9202707;SRR9202708;SRR9202709;SRR9202710;SRR9202711	2/1/2022	smr	Navy:dark:darkT14 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_14_whole_organism_adult_dark:dark_time_point_14_whole_organism_SAMN11960139.Signal.Unique.str1.out.bw); Blue:dark:darkT14 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_14_whole_organism_adult_dark:dark_time_point_14_whole_organism_SAMN11960140.Signal.Unique.str1.out.bw); RoyalBlue:dark:darkT14 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_14_whole_organism_adult_dark:dark_time_point_14_whole_organism_SAMN11960141.Signal.Unique.str1.out.bw); SteelBlue:dark:darkT14 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_14_whole_organism_adult_dark:dark_time_point_14_whole_organism_SAMN11960142.Signal.Unique.str1.out.bw); OrangeRed:light:darkT14 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_14_whole_organism_adult_light:dark_time_point_14_whole_organism_SAMN11960143.Signal.Unique.str1.out.bw); Tomato:light:darkT14 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_14_whole_organism_adult_light:dark_time_point_14_whole_organism_SAMN11960144.Signal.Unique.str1.out.bw); DarkOrange:light:darkT14 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_14_whole_organism_adult_light:dark_time_point_14_whole_organism_SAMN11960145.Signal.Unique.str1.out.bw); Coral:light:darkT14 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_14_whole_organism_adult_light:dark_time_point_14_whole_organism_SAMN11960146.Signal.Unique.str1.out.bw)	 	 	 	 	 
circadian:dark/light_overlay_timepoint_15	circadian:dark/light overlay timepoint 15	RNASeq Overlay	Gene Expression	UNC	WLeach	Transcriptional remodeling upon light removal in a model cnidarian: losses and gains in gene expression	adult	 	dark:dark T15;light:dark T15	dark cycling timepoint: dark:dark, time point 15, replicate A;dark cycling timepoint: dark:dark, time point 15, replicate B;dark cycling timepoint: dark:dark, time point 15, replicate C;dark cycling timepoint: dark:dark, time point 15, replicate D;dark cycling timepoint: light:dark, time point 15, replicate A;dark cycling timepoint: light:dark, time point 15, replicate B;dark cycling timepoint: light:dark, time point 15, replicate C;dark cycling timepoint: light:dark, time point 15, replicate D	PMID:31264275	PRJNA546501	SRR9202712;SRR9202713;SRR9202714;SRR9202715;SRR9202716;SRR9202717;SRR9202718;SRR9202719	2/1/2022	smr	Navy:dark:darkT15 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_15_whole_organism_adult_dark:dark_time_point_15_whole_organism_SAMN11960192.Signal.Unique.str1.out.bw); Blue:dark:darkT15 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_15_whole_organism_adult_dark:dark_time_point_15_whole_organism_SAMN11960193.Signal.Unique.str1.out.bw); RoyalBlue:dark:darkT15 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_15_whole_organism_adult_dark:dark_time_point_15_whole_organism_SAMN11960194.Signal.Unique.str1.out.bw); SteelBlue:dark:darkT15 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_15_whole_organism_adult_dark:dark_time_point_15_whole_organism_SAMN11960195.Signal.Unique.str1.out.bw); OrangeRed:light:darkT15 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_15_whole_organism_adult_light:dark_time_point_15_whole_organism_SAMN11960137.Signal.Unique.str1.out.bw); Tomato:light:darkT15 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_15_whole_organism_adult_light:dark_time_point_15_whole_organism_SAMN11960138.Signal.Unique.str1.out.bw); DarkOrange:light:darkT15 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_15_whole_organism_adult_light:dark_time_point_15_whole_organism_SAMN11960196.Signal.Unique.str1.out.bw); Coral:light:darkT15 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_15_whole_organism_adult_light:dark_time_point_15_whole_organism_SAMN11960197.Signal.Unique.str1.out.bw)	 	 	 	 	 
circadian:dark/light_overlay_timepoint_16	circadian:dark/light overlay timepoint 16	RNASeq Overlay	Gene Expression	UNC	WLeach	Transcriptional remodeling upon light removal in a model cnidarian: losses and gains in gene expression	adult	 	dark:dark T16;light:dark T16	dark cycling timepoint: dark:dark, time point 16, replicate A;dark cycling timepoint: dark:dark, time point 16, replicate B;dark cycling timepoint: dark:dark, time point 16, replicate C;dark cycling timepoint: dark:dark, time point 16, replicate D;dark cycling timepoint: light:dark, time point 16, replicate A;dark cycling timepoint: light:dark, time point 16, replicate B;dark cycling timepoint: light:dark, time point 16, replicate C;dark cycling timepoint: light:dark, time point 16, replicate D	PMID:31264275	PRJNA546501	SRR9202720;SRR9202721;SRR9202722;SRR9202723;SRR9202724;SRR9202725;SRR9202726;SRR9202727	2/1/2022	smr	Navy:dark:darkT16 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_16_whole_organism_adult_dark:dark_time_point_16_whole_organism_SAMN11960184.Signal.Unique.str1.out.bw); Blue:dark:darkT16 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_16_whole_organism_adult_dark:dark_time_point_16_whole_organism_SAMN11960185.Signal.Unique.str1.out.bw); RoyalBlue:dark:darkT16 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_16_whole_organism_adult_dark:dark_time_point_16_whole_organism_SAMN11960186.Signal.Unique.str1.out.bw); SteelBlue:dark:darkT16 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_16_whole_organism_adult_dark:dark_time_point_16_whole_organism_SAMN11960187.Signal.Unique.str1.out.bw); OrangeRed:light:darkT16 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_16_whole_organism_adult_light:dark_time_point_16_whole_organism_SAMN11960188.Signal.Unique.str1.out.bw); Tomato:light:darkT16 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_16_whole_organism_adult_light:dark_time_point_16_whole_organism_SAMN11960189.Signal.Unique.str1.out.bw); DarkOrange:light:darkT16 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_16_whole_organism_adult_light:dark_time_point_16_whole_organism_SAMN11960190.Signal.Unique.str1.out.bw); Coral:light:darkT16 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_16_whole_organism_adult_light:dark_time_point_16_whole_organism_SAMN11960191.Signal.Unique.str1.out.bw)	 	 	 	 	 
circadian:dark/light_overlay_timepoint_17	circadian:dark/light overlay timepoint 17	RNASeq Overlay	Gene Expression	UNC	WLeach	Transcriptional remodeling upon light removal in a model cnidarian: losses and gains in gene expression	adult	 	dark:dark T17;light:dark T17	dark cycling timepoint: dark:dark, time point 17, replicate A;dark cycling timepoint: dark:dark, time point 17, replicate B;dark cycling timepoint: dark:dark, time point 17, replicate C;dark cycling timepoint: dark:dark, time point 17, replicate D;dark cycling timepoint: light:dark, time point 17, replicate A;dark cycling timepoint: light:dark, time point 17, replicate B;dark cycling timepoint: light:dark, time point 17, replicate C;dark cycling timepoint: light:dark, time point 17, replicate D	PMID:31264275	PRJNA546501	SRR9202728;SRR9202729;SRR9202730;SRR9202731;SRR9202732;SRR9202733;SRR9202734;SRR9202735	2/1/2022	smr	Navy:dark:darkT17 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_17_whole_organism_adult_dark:dark_time_point_17_whole_organism_SAMN11960176.Signal.Unique.str1.out.bw); Blue:dark:darkT17 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_17_whole_organism_adult_dark:dark_time_point_17_whole_organism_SAMN11960177.Signal.Unique.str1.out.bw); RoyalBlue:dark:darkT17 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_17_whole_organism_adult_dark:dark_time_point_17_whole_organism_SAMN11960178.Signal.Unique.str1.out.bw); SteelBlue:dark:darkT17 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_17_whole_organism_adult_dark:dark_time_point_17_whole_organism_SAMN11960179.Signal.Unique.str1.out.bw); OrangeRed:light:darkT17 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_17_whole_organism_adult_light:dark_time_point_17_whole_organism_SAMN11960180.Signal.Unique.str1.out.bw); Tomato:light:darkT17 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_17_whole_organism_adult_light:dark_time_point_17_whole_organism_SAMN11960181.Signal.Unique.str1.out.bw); DarkOrange:light:darkT17 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_17_whole_organism_adult_light:dark_time_point_17_whole_organism_SAMN11960182.Signal.Unique.str1.out.bw); Coral:light:darkT17 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_17_whole_organism_adult_light:dark_time_point_17_whole_organism_SAMN11960183.Signal.Unique.str1.out.bw)	 	 	 	 	 
circadian:dark/light_overlay_timepoint_2	circadian:dark/light overlay timepoint 2	RNASeq Overlay	Gene Expression	UNC	WLeach	Transcriptional remodeling upon light removal in a model cnidarian: losses and gains in gene expression	adult	 	dark:dark T2;light:dark T2	dark cycling timepoint: dark:dark, time point 2, replicate A;dark cycling timepoint: dark:dark, time point 2, replicate B;dark cycling timepoint: dark:dark, time point 2, replicate C;dark cycling timepoint: dark:dark, time point 2, replicate D;dark cycling timepoint: light:dark, time point 2, replicate A;dark cycling timepoint: light:dark, time point 2, replicate B;dark cycling timepoint: light:dark, time point 2, replicate C;dark cycling timepoint: light:dark, time point 2, replicate D	PMID:31264275	PRJNA546501	SRR9202520,SRR9202521;SRR9202522,SRR9202523;SRR9202524,SRR9202525;SRR9202526,SRR9202527;SRR9202528,SRR9202529;SRR9202530,SRR9202531;SRR9202532,SRR9202533;SRR9202534,SRR9202535	2/1/2022	smr	Navy:dark:darkT2 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_2_whole_organism_adult_dark:dark_time_point_2_whole_organism_SAMN11960065.Signal.Unique.str1.out.bw); Blue:dark:darkT2 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_2_whole_organism_adult_dark:dark_time_point_2_whole_organism_SAMN11960066.Signal.Unique.str1.out.bw); RoyalBlue:dark:darkT2 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_2_whole_organism_adult_dark:dark_time_point_2_whole_organism_SAMN11960067.Signal.Unique.str1.out.bw); SteelBlue:dark:darkT2 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_2_whole_organism_adult_dark:dark_time_point_2_whole_organism_SAMN11960068.Signal.Unique.str1.out.bw); OrangeRed:light:darkT2 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_2_whole_organism_adult_light:dark_time_point_2_whole_organism_SAMN11960069.Signal.Unique.str1.out.bw); Tomato:light:darkT2 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_2_whole_organism_adult_light:dark_time_point_2_whole_organism_SAMN11960070.Signal.Unique.str1.out.bw); DarkOrange:light:darkT2 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_2_whole_organism_adult_light:dark_time_point_2_whole_organism_SAMN11960071.Signal.Unique.str1.out.bw); Coral:light:darkT2 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_2_whole_organism_adult_light:dark_time_point_2_whole_organism_SAMN11960072.Signal.Unique.str1.out.bw)	 	 	 	 	 
circadian:dark/light_overlay_timepoint_3	circadian:dark/light overlay timepoint 3	RNASeq Overlay	Gene Expression	UNC	WLeach	Transcriptional remodeling upon light removal in a model cnidarian: losses and gains in gene expression	adult	 	dark:dark T3;light:dark T3	dark cycling timepoint: dark:dark, time point 3, replicate A;dark cycling timepoint: dark:dark, time point 3, replicate B;dark cycling timepoint: dark:dark, time point 3, replicate C;dark cycling timepoint: dark:dark, time point 3, replicate D;dark cycling timepoint: light:dark, time point 3, replicate A;dark cycling timepoint: light:dark, time point 3, replicate B;dark cycling timepoint: light:dark, time point 3, replicate C;dark cycling timepoint: light:dark, time point 3, replicate D	PMID:31264275	PRJNA546501	SRR9202536,SRR9202537;SRR9202538,SRR9202539;SRR9202540,SRR9202541;SRR9202542,SRR9202543;SRR9202544,SRR9202545;SRR9202546,SRR9202547;SRR9202548,SRR9202549;SRR9202550,SRR9202551	2/1/2022	smr	Navy:dark:darkT3 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_3_whole_organism_adult_dark:dark_time_point_3_whole_organism_SAMN11960096.Signal.Unique.str1.out.bw); Blue:dark:darkT3 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_3_whole_organism_adult_dark:dark_time_point_3_whole_organism_SAMN11960097.Signal.Unique.str1.out.bw); RoyalBlue:dark:darkT3 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_3_whole_organism_adult_dark:dark_time_point_3_whole_organism_SAMN11960098.Signal.Unique.str1.out.bw); SteelBlue:dark:darkT3 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_3_whole_organism_adult_dark:dark_time_point_3_whole_organism_SAMN11960099.Signal.Unique.str1.out.bw); OrangeRed:light:darkT3 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_3_whole_organism_adult_light:dark_time_point_3_whole_organism_SAMN11960061.Signal.Unique.str1.out.bw); Tomato:light:darkT3 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_3_whole_organism_adult_light:dark_time_point_3_whole_organism_SAMN11960062.Signal.Unique.str1.out.bw); DarkOrange:light:darkT3 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_3_whole_organism_adult_light:dark_time_point_3_whole_organism_SAMN11960063.Signal.Unique.str1.out.bw); Coral:light:darkT3 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_3_whole_organism_adult_light:dark_time_point_3_whole_organism_SAMN11960064.Signal.Unique.str1.out.bw)	 	 	 	 	 
circadian:dark/light_overlay_timepoint_4	circadian:dark/light overlay timepoint 4	RNASeq Overlay	Gene Expression	UNC	WLeach	Transcriptional remodeling upon light removal in a model cnidarian: losses and gains in gene expression	adult	 	dark:dark T4;light:dark T4	dark cycling timepoint: dark:dark, time point 4, replicate A;dark cycling timepoint: dark:dark, time point 4, replicate B;dark cycling timepoint: dark:dark, time point 4, replicate C;dark cycling timepoint: dark:dark, time point 4, replicate D;dark cycling timepoint: light:dark, time point 4, replicate A;dark cycling timepoint: light:dark, time point 4, replicate B;dark cycling timepoint: light:dark, time point 4, replicate C;dark cycling timepoint: light:dark, time point 4, replicate D	PMID:31264275	PRJNA546501	SRR9202552,SRR9202553;SRR9202554,SRR9202555;SRR9202556,SRR9202557;SRR9202558,SRR9202559;SRR9202560,SRR9202561;SRR9202562,SRR9202563;SRR9202564,SRR9202565;SRR9202566,SRR9202567	2/1/2022	smr	Navy:dark:darkT4 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_4_whole_organism_adult_dark:dark_time_point_4_whole_organism_SAMN11960087.Signal.Unique.str1.out.bw); Blue:dark:darkT4 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_4_whole_organism_adult_dark:dark_time_point_4_whole_organism_SAMN11960088.Signal.Unique.str1.out.bw); RoyalBlue:dark:darkT4 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_4_whole_organism_adult_dark:dark_time_point_4_whole_organism_SAMN11960092.Signal.Unique.str1.out.bw); SteelBlue:dark:darkT4 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_4_whole_organism_adult_dark:dark_time_point_4_whole_organism_SAMN11960093.Signal.Unique.str1.out.bw); OrangeRed:light:darkT4 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_4_whole_organism_adult_light:dark_time_point_4_whole_organism_SAMN11960089.Signal.Unique.str1.out.bw); Tomato:light:darkT4 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_4_whole_organism_adult_light:dark_time_point_4_whole_organism_SAMN11960090.Signal.Unique.str1.out.bw); DarkOrange:light:darkT4 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_4_whole_organism_adult_light:dark_time_point_4_whole_organism_SAMN11960094.Signal.Unique.str1.out.bw); Coral:light:darkT4 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_4_whole_organism_adult_light:dark_time_point_4_whole_organism_SAMN11960095.Signal.Unique.str1.out.bw)	 	 	 	 	 
circadian:dark/light_overlay_timepoint_5	circadian:dark/light overlay timepoint 5	RNASeq Overlay	Gene Expression	UNC	WLeach	Transcriptional remodeling upon light removal in a model cnidarian: losses and gains in gene expression	adult	 	dark:dark T5;light:dark T5	dark cycling timepoint: dark:dark, time point 5, replicate A;dark cycling timepoint: dark:dark, time point 5, replicate B;dark cycling timepoint: dark:dark, time point 5, replicate C;dark cycling timepoint: dark:dark, time point 5, replicate D;dark cycling timepoint: light:dark, time point 5, replicate A;dark cycling timepoint: light:dark, time point 5, replicate B;dark cycling timepoint: light:dark, time point 5, replicate C;dark cycling timepoint: light:dark, time point 5, replicate D	PMID:31264275	PRJNA546501	SRR9202568,SRR9202569;SRR9202570,SRR9202571;SRR9202572,SRR9202573;SRR9202574,SRR9202575;SRR9202576,SRR9202577;SRR9202578,SRR9202579;SRR9202580,SRR9202581;SRR9202582,SRR9202583	2/1/2022	smr	Navy:dark:darkT5 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_5_whole_organism_adult_dark:dark_time_point_5_whole_organism_SAMN11960081.Signal.Unique.str1.out.bw); Blue:dark:darkT5 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_5_whole_organism_adult_dark:dark_time_point_5_whole_organism_SAMN11960082.Signal.Unique.str1.out.bw); RoyalBlue:dark:darkT5 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_5_whole_organism_adult_dark:dark_time_point_5_whole_organism_SAMN11960083.Signal.Unique.str1.out.bw); SteelBlue:dark:darkT5 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_5_whole_organism_adult_dark:dark_time_point_5_whole_organism_SAMN11960136.Signal.Unique.str1.out.bw); OrangeRed:light:darkT5 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_5_whole_organism_adult_light:dark_time_point_5_whole_organism_SAMN11960084.Signal.Unique.str1.out.bw); Tomato:light:darkT5 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_5_whole_organism_adult_light:dark_time_point_5_whole_organism_SAMN11960085.Signal.Unique.str1.out.bw); DarkOrange:light:darkT5 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_5_whole_organism_adult_light:dark_time_point_5_whole_organism_SAMN11960086.Signal.Unique.str1.out.bw); Coral:light:darkT5 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_5_whole_organism_adult_light:dark_time_point_5_whole_organism_SAMN11960091.Signal.Unique.str1.out.bw)	 	 	 	 	 
circadian:dark/light_overlay_timepoint_6	circadian:dark/light overlay timepoint 6	RNASeq Overlay	Gene Expression	UNC	WLeach	Transcriptional remodeling upon light removal in a model cnidarian: losses and gains in gene expression	adult	 	dark:dark T6;light:dark T6	dark cycling timepoint: dark:dark, time point 6, replicate A;dark cycling timepoint: dark:dark, time point 6, replicate B;dark cycling timepoint: dark:dark, time point 6, replicate C;dark cycling timepoint: dark:dark, time point 6, replicate D;dark cycling timepoint: light:dark, time point 6, replicate A;dark cycling timepoint: light:dark, time point 6, replicate B;dark cycling timepoint: light:dark, time point 6, replicate C;dark cycling timepoint: light:dark, time point 6, replicate D	PMID:31264275	PRJNA546501	SRR9202584,SRR9202585;SRR9202586,SRR9202587;SRR9202588,SRR9202589;SRR9202590,SRR9202591;SRR9202592,SRR9202593;SRR9202594,SRR9202595;SRR9202596,SRR9202597;SRR9202598,SRR9202599	2/1/2022	smr	Navy:dark:darkT6 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_6_whole_organism_adult_dark:dark_time_point_6_whole_organism_SAMN11960128.Signal.Unique.str1.out.bw); Blue:dark:darkT6 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_6_whole_organism_adult_dark:dark_time_point_6_whole_organism_SAMN11960129.Signal.Unique.str1.out.bw); RoyalBlue:dark:darkT6 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_6_whole_organism_adult_dark:dark_time_point_6_whole_organism_SAMN11960130.Signal.Unique.str1.out.bw); SteelBlue:dark:darkT6 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_6_whole_organism_adult_dark:dark_time_point_6_whole_organism_SAMN11960131.Signal.Unique.str1.out.bw); OrangeRed:light:darkT6 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_6_whole_organism_adult_light:dark_time_point_6_whole_organism_SAMN11960132.Signal.Unique.str1.out.bw); Tomato:light:darkT6 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_6_whole_organism_adult_light:dark_time_point_6_whole_organism_SAMN11960133.Signal.Unique.str1.out.bw); DarkOrange:light:darkT6 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_6_whole_organism_adult_light:dark_time_point_6_whole_organism_SAMN11960134.Signal.Unique.str1.out.bw); Coral:light:darkT6 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_6_whole_organism_adult_light:dark_time_point_6_whole_organism_SAMN11960135.Signal.Unique.str1.out.bw)	 	 	 	 	 
circadian:dark/light_overlay_timepoint_7	circadian:dark/light overlay timepoint 7	RNASeq Overlay	Gene Expression	UNC	WLeach	Transcriptional remodeling upon light removal in a model cnidarian: losses and gains in gene expression	adult	 	dark:dark T7;light:dark T7	dark cycling timepoint: dark:dark, time point 7, replicate A;dark cycling timepoint: dark:dark, time point 7, replicate B;dark cycling timepoint: dark:dark, time point 7, replicate C;dark cycling timepoint: dark:dark, time point 7, replicate D;dark cycling timepoint: light:dark, time point 7, replicate A;dark cycling timepoint: light:dark, time point 7, replicate B;dark cycling timepoint: light:dark, time point 7, replicate C;dark cycling timepoint: light:dark, time point 7, replicate D	PMID:31264275	PRJNA546501	SRR9202600,SRR9202601;SRR9202602,SRR9202603;SRR9202604,SRR9202605;SRR9202606,SRR9202607;SRR9202608,SRR9202609;SRR9202610,SRR9202611;SRR9202612,SRR9202613;SRR9202614,SRR9202615	2/1/2022	smr	Navy:dark:darkT7 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_7_whole_organism_adult_dark:dark_time_point_7_whole_organism_SAMN11960120.Signal.Unique.str1.out.bw); Blue:dark:darkT7 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_7_whole_organism_adult_dark:dark_time_point_7_whole_organism_SAMN11960121.Signal.Unique.str1.out.bw); RoyalBlue:dark:darkT7 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_7_whole_organism_adult_dark:dark_time_point_7_whole_organism_SAMN11960122.Signal.Unique.str1.out.bw); SteelBlue:dark:darkT7 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/dark:dark_time_point_7_whole_organism_adult_dark:dark_time_point_7_whole_organism_SAMN11960123.Signal.Unique.str1.out.bw); OrangeRed:light:darkT7 D(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_7_whole_organism_adult_light:dark_time_point_7_whole_organism_SAMN11960124.Signal.Unique.str1.out.bw); Tomato:light:darkT7 C(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_7_whole_organism_adult_light:dark_time_point_7_whole_organism_SAMN11960125.Signal.Unique.str1.out.bw); DarkOrange:light:darkT7 B(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_7_whole_organism_adult_light:dark_time_point_7_whole_organism_SAMN11960126.Signal.Unique.str1.out.bw); Coral:light:darkT7 A(GCA_033964005.1/Leach_2019/GPL23802/PRJNA546501/light:dark_time_point_7_whole_organism_adult_light:dark_time_point_7_whole_organism_SAMN11960127.Signal.Unique.str1.out.bw)	 	 	 	 	 
