label	key	technique	category	institute	source	experiment	developmental-stage	tissue	condition	summary	citation	project	accession	date	analyst	filename	SCIPRJ	access_level	biosample	NGS_file	MLONG
PRJNA287810.357.neg.bw	Metazome_NV_timecourse_sample_0075.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107034			GCA_033964005.1/bulk_align/PRJNA287810.357.neg.bw					
### end																					
																					
# Developmental Time Series: Technion timepoint 76-80																					
## diffs: 5 timeppoints																					
PRJNA287810.358.pos.bw	Metazome_NV_timecourse_sample_0076.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107035			GCA_033964005.1/bulk_align/PRJNA287810.358.pos.bw					
PRJNA287810.359.pos.bw	Metazome_NV_timecourse_sample_0077.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107036			GCA_033964005.1/bulk_align/PRJNA287810.359.pos.bw					
PRJNA287810.360.pos.bw	Metazome_NV_timecourse_sample_0078.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107037			GCA_033964005.1/bulk_align/PRJNA287810.360.pos.bw					
PRJNA287810.361.pos.bw	Metazome_NV_timecourse_sample_0079.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107038			GCA_033964005.1/bulk_align/PRJNA287810.361.pos.bw					
PRJNA287810.362.pos.bw	Metazome_NV_timecourse_sample_0080.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107039			GCA_033964005.1/bulk_align/PRJNA287810.362.pos.bw					
## diffs: 5 timeppoints -																					
PRJNA287810.358.neg.bw	Metazome_NV_timecourse_sample_0076.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107035			GCA_033964005.1/bulk_align/PRJNA287810.358.neg.bw					
PRJNA287810.359.neg.bw	Metazome_NV_timecourse_sample_0077.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107036			GCA_033964005.1/bulk_align/PRJNA287810.359.neg.bw					
PRJNA287810.360.neg.bw	Metazome_NV_timecourse_sample_0078.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107037			GCA_033964005.1/bulk_align/PRJNA287810.360.neg.bw					
PRJNA287810.361.neg.bw	Metazome_NV_timecourse_sample_0079.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107038			GCA_033964005.1/bulk_align/PRJNA287810.361.neg.bw					
PRJNA287810.362.neg.bw	Metazome_NV_timecourse_sample_0080.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107039			GCA_033964005.1/bulk_align/PRJNA287810.362.neg.bw					
### end																					
																					
# Developmental Time Series: Technion timepoint 81-85																					
## diffs: 5 timeppoints																					
PRJNA287810.363.pos.bw	Metazome_NV_timecourse_sample_0081.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107040			GCA_033964005.1/bulk_align/PRJNA287810.363.pos.bw					
PRJNA287810.364.pos.bw	Metazome_NV_timecourse_sample_0082.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107041			GCA_033964005.1/bulk_align/PRJNA287810.364.pos.bw					
PRJNA287810.365.pos.bw	Metazome_NV_timecourse_sample_0083.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107042			GCA_033964005.1/bulk_align/PRJNA287810.365.pos.bw					
PRJNA287810.366.pos.bw	Metazome_NV_timecourse_sample_0084.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107043			GCA_033964005.1/bulk_align/PRJNA287810.366.pos.bw					
PRJNA287810.367.pos.bw	Metazome_NV_timecourse_sample_0085.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107044			GCA_033964005.1/bulk_align/PRJNA287810.367.pos.bw					
## diffs: 5 timeppoints -																					
PRJNA287810.363.neg.bw	Metazome_NV_timecourse_sample_0081.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107040			GCA_033964005.1/bulk_align/PRJNA287810.363.neg.bw					
PRJNA287810.364.neg.bw	Metazome_NV_timecourse_sample_0082.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107041			GCA_033964005.1/bulk_align/PRJNA287810.364.neg.bw					
PRJNA287810.365.neg.bw	Metazome_NV_timecourse_sample_0083.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107042			GCA_033964005.1/bulk_align/PRJNA287810.365.neg.bw					
PRJNA287810.366.neg.bw	Metazome_NV_timecourse_sample_0084.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107043			GCA_033964005.1/bulk_align/PRJNA287810.366.neg.bw					
PRJNA287810.367.neg.bw	Metazome_NV_timecourse_sample_0085.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107044			GCA_033964005.1/bulk_align/PRJNA287810.367.neg.bw					
### end																					
																					
# Developmental Time Series: Technion timepoint 86-90																					
## diffs: 5 timeppoints																					
PRJNA287810.368.pos.bw	Metazome_NV_timecourse_sample_0086.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107045			GCA_033964005.1/bulk_align/PRJNA287810.368.pos.bw					
PRJNA287810.369.pos.bw	Metazome_NV_timecourse_sample_0087.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107046			GCA_033964005.1/bulk_align/PRJNA287810.369.pos.bw					
PRJNA287810.370.pos.bw	Metazome_NV_timecourse_sample_0088.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107047			GCA_033964005.1/bulk_align/PRJNA287810.370.pos.bw					
PRJNA287810.371.pos.bw	Metazome_NV_timecourse_sample_0089.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107048			GCA_033964005.1/bulk_align/PRJNA287810.371.pos.bw					
PRJNA287810.372.pos.bw	Metazome_NV_timecourse_sample_0090.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107049			GCA_033964005.1/bulk_align/PRJNA287810.372.pos.bw					
## diffs: 5 timeppoints -																					
PRJNA287810.368.neg.bw	Metazome_NV_timecourse_sample_0086.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107045			GCA_033964005.1/bulk_align/PRJNA287810.368.neg.bw					
PRJNA287810.369.neg.bw	Metazome_NV_timecourse_sample_0087.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107046			GCA_033964005.1/bulk_align/PRJNA287810.369.neg.bw					
PRJNA287810.370.neg.bw	Metazome_NV_timecourse_sample_0088.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107047			GCA_033964005.1/bulk_align/PRJNA287810.370.neg.bw					
PRJNA287810.371.neg.bw	Metazome_NV_timecourse_sample_0089.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107048			GCA_033964005.1/bulk_align/PRJNA287810.371.neg.bw					
PRJNA287810.372.neg.bw	Metazome_NV_timecourse_sample_0090.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107049			GCA_033964005.1/bulk_align/PRJNA287810.372.neg.bw					
### end																					
																					
# Developmental Time Series: Technion timepoint 91-95																					
## diffs: 5 timeppoints																					
PRJNA287810.373.pos.bw	Metazome_NV_timecourse_sample_0091.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107050			GCA_033964005.1/bulk_align/PRJNA287810.373.pos.bw					
PRJNA287810.374.pos.bw	Metazome_NV_timecourse_sample_0092.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107051			GCA_033964005.1/bulk_align/PRJNA287810.374.pos.bw					
PRJNA287810.375.pos.bw	Metazome_NV_timecourse_sample_0093.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107052			GCA_033964005.1/bulk_align/PRJNA287810.375.pos.bw					
PRJNA287810.376.pos.bw	Metazome_NV_timecourse_sample_0094.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107053			GCA_033964005.1/bulk_align/PRJNA287810.376.pos.bw					
PRJNA287810.377.pos.bw	Metazome_NV_timecourse_sample_0095.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107054			GCA_033964005.1/bulk_align/PRJNA287810.377.pos.bw					
## diffs: 5 timeppoints -																					
PRJNA287810.373.neg.bw	Metazome_NV_timecourse_sample_0091.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107050			GCA_033964005.1/bulk_align/PRJNA287810.373.neg.bw					
PRJNA287810.374.neg.bw	Metazome_NV_timecourse_sample_0092.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107051			GCA_033964005.1/bulk_align/PRJNA287810.374.neg.bw					
PRJNA287810.375.neg.bw	Metazome_NV_timecourse_sample_0093.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107052			GCA_033964005.1/bulk_align/PRJNA287810.375.neg.bw					
PRJNA287810.376.neg.bw	Metazome_NV_timecourse_sample_0094.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107053			GCA_033964005.1/bulk_align/PRJNA287810.376.neg.bw					
PRJNA287810.377.neg.bw	Metazome_NV_timecourse_sample_0095.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107054			GCA_033964005.1/bulk_align/PRJNA287810.377.neg.bw					
### end																					
																					
# Developmental Time Series: Technion timepoint 96-100																					
## diffs: 5 timeppoints																					
PRJNA287810.378.pos.bw	Metazome_NV_timecourse_sample_0096.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107055			GCA_033964005.1/bulk_align/PRJNA287810.378.pos.bw					
PRJNA287810.379.pos.bw	Metazome_NV_timecourse_sample_0097.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107056			GCA_033964005.1/bulk_align/PRJNA287810.379.pos.bw					
PRJNA287810.380.pos.bw	Metazome_NV_timecourse_sample_0098.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107057			GCA_033964005.1/bulk_align/PRJNA287810.380.pos.bw					
PRJNA287810.381.pos.bw	Metazome_NV_timecourse_sample_0099.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107058			GCA_033964005.1/bulk_align/PRJNA287810.381.pos.bw					
PRJNA287810.382.pos.bw	Metazome_NV_timecourse_sample_0100.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107059			GCA_033964005.1/bulk_align/PRJNA287810.382.pos.bw					
## diffs: 5 timeppoints -																					
PRJNA287810.378.neg.bw	Metazome_NV_timecourse_sample_0096.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107055			GCA_033964005.1/bulk_align/PRJNA287810.378.neg.bw					
PRJNA287810.379.neg.bw	Metazome_NV_timecourse_sample_0097.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107056			GCA_033964005.1/bulk_align/PRJNA287810.379.neg.bw					
PRJNA287810.380.neg.bw	Metazome_NV_timecourse_sample_0098.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107057			GCA_033964005.1/bulk_align/PRJNA287810.380.neg.bw					
PRJNA287810.381.neg.bw	Metazome_NV_timecourse_sample_0099.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107058			GCA_033964005.1/bulk_align/PRJNA287810.381.neg.bw					
PRJNA287810.382.neg.bw	Metazome_NV_timecourse_sample_0100.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107059			GCA_033964005.1/bulk_align/PRJNA287810.382.neg.bw					
### end																					
																					
# Developmental Time Series: Technion timepoint 101-105																					
## diffs: 5 timeppoints																					
PRJNA287810.383.pos.bw	Metazome_NV_timecourse_sample_0101.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107060			GCA_033964005.1/bulk_align/PRJNA287810.383.pos.bw					
PRJNA287810.384.pos.bw	Metazome_NV_timecourse_sample_0102.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107061			GCA_033964005.1/bulk_align/PRJNA287810.384.pos.bw					
PRJNA287810.385.pos.bw	Metazome_NV_timecourse_sample_0103.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107062			GCA_033964005.1/bulk_align/PRJNA287810.385.pos.bw					
PRJNA287810.386.pos.bw	Metazome_NV_timecourse_sample_0104.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107063			GCA_033964005.1/bulk_align/PRJNA287810.386.pos.bw					
PRJNA287810.387.pos.bw	Metazome_NV_timecourse_sample_0105.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107064			GCA_033964005.1/bulk_align/PRJNA287810.387.pos.bw					
## diffs: 5 timeppoints -																					
PRJNA287810.383.neg.bw	Metazome_NV_timecourse_sample_0101.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107060			GCA_033964005.1/bulk_align/PRJNA287810.383.neg.bw					
PRJNA287810.384.neg.bw	Metazome_NV_timecourse_sample_0102.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107061			GCA_033964005.1/bulk_align/PRJNA287810.384.neg.bw					
PRJNA287810.385.neg.bw	Metazome_NV_timecourse_sample_0103.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107062			GCA_033964005.1/bulk_align/PRJNA287810.385.neg.bw					
PRJNA287810.386.neg.bw	Metazome_NV_timecourse_sample_0104.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107063			GCA_033964005.1/bulk_align/PRJNA287810.386.neg.bw					
PRJNA287810.387.neg.bw	Metazome_NV_timecourse_sample_0105.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107064			GCA_033964005.1/bulk_align/PRJNA287810.387.neg.bw					
### end																					
																					
# Developmental Time Series: Technion timepoint 106-110																					
## diffs: 5 timeppoints																					
PRJNA287810.388.pos.bw	Metazome_NV_timecourse_sample_0106.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107065			GCA_033964005.1/bulk_align/PRJNA287810.388.pos.bw					
PRJNA287810.389.pos.bw	Metazome_NV_timecourse_sample_0107.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107066			GCA_033964005.1/bulk_align/PRJNA287810.389.pos.bw					
PRJNA287810.390.pos.bw	Metazome_NV_timecourse_sample_0108.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107067			GCA_033964005.1/bulk_align/PRJNA287810.390.pos.bw					
PRJNA287810.391.pos.bw	Metazome_NV_timecourse_sample_0109.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107068			GCA_033964005.1/bulk_align/PRJNA287810.391.pos.bw					
PRJNA287810.392.pos.bw	Metazome_NV_timecourse_sample_0110.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107069			GCA_033964005.1/bulk_align/PRJNA287810.392.pos.bw					
## diffs: 5 timeppoints -																					
PRJNA287810.388.neg.bw	Metazome_NV_timecourse_sample_0106.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107065			GCA_033964005.1/bulk_align/PRJNA287810.388.neg.bw					
PRJNA287810.389.neg.bw	Metazome_NV_timecourse_sample_0107.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107066			GCA_033964005.1/bulk_align/PRJNA287810.389.neg.bw					
PRJNA287810.390.neg.bw	Metazome_NV_timecourse_sample_0108.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107067			GCA_033964005.1/bulk_align/PRJNA287810.390.neg.bw					
PRJNA287810.391.neg.bw	Metazome_NV_timecourse_sample_0109.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107068			GCA_033964005.1/bulk_align/PRJNA287810.391.neg.bw					
PRJNA287810.392.neg.bw	Metazome_NV_timecourse_sample_0110.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107069			GCA_033964005.1/bulk_align/PRJNA287810.392.neg.bw					
### end																					
																					
# Developmental Time Series: Technion timepoint 111-115																					
## all: 5 timeppoints																					
PRJNA287810.393.pos.bw	Metazome_NV_timecourse_sample_0111.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107070			GCA_033964005.1/bulk_align/PRJNA287810.393.pos.bw					
PRJNA287810.394.pos.bw	Metazome_NV_timecourse_sample_0112.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107071			GCA_033964005.1/bulk_align/PRJNA287810.394.pos.bw					
PRJNA287810.395.pos.bw	Metazome_NV_timecourse_sample_0113.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107072			GCA_033964005.1/bulk_align/PRJNA287810.395.pos.bw					
PRJNA287810.396.pos.bw	Metazome_NV_timecourse_sample_0114.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107073			GCA_033964005.1/bulk_align/PRJNA287810.396.pos.bw					
PRJNA287810.397.pos.bw	Metazome_NV_timecourse_sample_0115.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107074			GCA_033964005.1/bulk_align/PRJNA287810.397.pos.bw					
## all: 5 timeppoints -																					
PRJNA287810.393.neg.bw	Metazome_NV_timecourse_sample_0111.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107070			GCA_033964005.1/bulk_align/PRJNA287810.393.neg.bw					
PRJNA287810.394.neg.bw	Metazome_NV_timecourse_sample_0112.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107071			GCA_033964005.1/bulk_align/PRJNA287810.394.neg.bw					
PRJNA287810.395.neg.bw	Metazome_NV_timecourse_sample_0113.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107072			GCA_033964005.1/bulk_align/PRJNA287810.395.neg.bw					
PRJNA287810.396.neg.bw	Metazome_NV_timecourse_sample_0114.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107073			GCA_033964005.1/bulk_align/PRJNA287810.396.neg.bw					
